1447818565	23470	82988	1448161645	""	EGLYYo4TKFkwyDBjuOHKUyAOZxw	1	""	13	""	""	これが畜生か！
1447818565	23471	105976	1448161646	""	o5hjNt3XoTWzUtHVN4GvIt8m4KE	1	""	17	""	""	MGSネタ続くな
1447818565	23472	8576	1448161646	""	BkJcfqLRzhw7ddvX3wo8k3eibvg	1	""	1	""	""	みえ
1447818565	23473	105967	1448161668	""	NnYLnDOJCL2QI8QExFfjw3Jjw50	""	""	17	""	""	もうニャル子さんは新作ないんやな（泣
1447818565	23474	20902	1448161670	""	ORsMzn5tmESPhB9cd2abFT5P_7I	""	""	3	""	""	浜名湖の牡蠣が食べたい
1447818565	23475	10858	1448161675	""	BkJcfqLRzhw7ddvX3wo8k3eibvg	1	""	1	""	""	じじいｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
1447818565	23476	11802	1448161702	""	BkJcfqLRzhw7ddvX3wo8k3eibvg	1	""	1	""	""	ああ＾～こころがポイポイするんじゃあ＾～
1447818565	23477	106948	1448161704	""	NnYLnDOJCL2QI8QExFfjw3Jjw50	""	""	17	""	""	青山ブルックリンドーナツさん！
1447818565	23478	20974	1448161705	""	""	""	""	3	""	2	""
1447818565	23479	107208	1448161709	""	o5hjNt3XoTWzUtHVN4GvIt8m4KE	1	""	17	""	""	青山ブルーアイズ・オルタナティブ・ホワイト・ドラゴンさん！
1447818565	23480	444	1448161718	""	""	1	""	""	""	2	""
1447818565	23481	109029	1448161745	""	NnYLnDOJCL2QI8QExFfjw3Jjw50	""	""	18	""	""	終太郎「なかなかやるな」
1447818565	23482	21505	1448161751	""	BkJcfqLRzhw7ddvX3wo8k3eibvg	1	""	3	""	""	サンドイッチ…うっ、頭が…
1447818565	23483	95783	1448161753	""	V9VUMAyU06kDflCGIxnJHqELebg	1	""	15	""	""	佐倉「ココアの声だし続けるのきっついんだよ」
1447818565	23484	108969	1448161755	""	o5hjNt3XoTWzUtHVN4GvIt8m4KE	1	""	18	""	""	ラードロッチの為やろ（ウェイストランド感）
1447818565	23485	109600	1448161765	""	NnYLnDOJCL2QI8QExFfjw3Jjw50	""	""	18	""	""	青山さんサインのセンスレスｗ
1447818565	23486	1619	1448161781	shita black	vT81VII1yCrTHelEXV7dfoNcGcw	1	""	""	""	""	そんな妹が煩わしかった
1447818565	23487	98835	1448161794	""	E8NuQ0gyNP11kBAOGvNz3BLWMcU	1	""	16	""	""	サプライズにしたせいで余計元気なくなってたけどなｗ
1447818565	23488	98529	1448161801	shita red big	11pRBXTFOvgL_pd4P0eFoS7F6PM	""	""	16	""	""	独身SaYoNaRa! バチェラー・パーティ
1447818565	23489	25831	1448161801	""	BkJcfqLRzhw7ddvX3wo8k3eibvg	1	""	4	""	""	あら＾～
1447818565	23490	101546	1448161810	""	""	""	""	16	""	2	""
1447818565	23491	92022	1448161815	""	Si5reV1UVTySycmAGdNK6t8bfw4	""	""	15	""	""	この後めちゃめちゃ洗いっこした
1447818565	23492	109921	1448161816	""	_58lCH5NjeAWpbprkm5F5R1-bjs	""	""	18	""	""	いいのか
1447818565	23493	1642	1448161823	""	CI-sTmSQUwCju9zz7M8EHD1LJOQ	1	""	""	""	""	メルソンヌ素数の最大値を計算してるのかな？
1447818565	23494	55243	1448161837	""	GKfkVKpfv7CJlWHB4oGEX_cnNcQ	""	""	9	""	""	見えた！
1447818565	23495	6743	1448161844	""	""	1	""	1	""	2	""
1447818565	23496	17772	1448161847	""	""	""	""	2	""	2	""
1447818565	23497	4918	1448161851	""	3w3LiJA0OJwERWJF3kfFADtaktY	1	""	""	""	""	俺もまかせたい
1447818565	23498	107116	1448161862	""	Y5z7FHTKp2PmZesghF-dEYKaZl8	""	""	17	""	""	青山ブルーレイディスクでは湯気が消えますさん!?
1447818565	23499	10977	1448161863	""	6KXq5c2_Arxu6rCKQ3GrqvT5ycU	""	""	1	""	""	ｗｗｗ
1447818565	23500	106998	1448161868	""	EGLYYo4TKFkwyDBjuOHKUyAOZxw	1	""	17	""	""	青山ブルーインパルスさん！
1447818565	23501	31537	1448161868	""	""	1	""	5	""	2	""
1447818565	23502	33189	1448161893	""	BkJcfqLRzhw7ddvX3wo8k3eibvg	1	""	5	""	""	まさかのシャーロットｗｗｗｗｗｗｗｗｗ
1447818565	23503	3488	1448161894	""	vCxwfvoHfvwH0UPd8hcOaLjU-rw	1	""	""	""	""	伝説のパン屋の伝説
1447818565	23504	107805	1448161918	""	E8NuQ0gyNP11kBAOGvNz3BLWMcU	1	""	17	""	""	微妙に気まずそうｗ
1447818565	23505	131940	1448161919	""	J7Mdk7tG0t7CekIHBVq8QKOtLbc	""	""	21	""	""	視聴履歴が残ってるだけで捕まりそうなED
1447818565	23506	35615	1448161929	""	""	1	""	5	""	2	""
1447818565	23507	6784	1448161934	""	vCxwfvoHfvwH0UPd8hcOaLjU-rw	1	""	1	""	""	もどして
1447818565	23508	5350	1448161935	""	f5UFJeEtFOiSq7eOGVoKLmAsmaQ	""	""	""	""	""	かわいいい
1447818565	23509	44299	1448161948	""	ORsMzn5tmESPhB9cd2abFT5P_7I	""	""	7	""	""	水に浮かべるコンパス
1447818565	23510	125492	1448161956	shita red big	o5hjNt3XoTWzUtHVN4GvIt8m4KE	1	""	20	""	""	デンライナー
1447818565	23511	124035	1448161956	""	NnYLnDOJCL2QI8QExFfjw3Jjw50	""	""	20	""	""	流れる様な技！これで東京五輪のメダルが７つは増える！
1447818565	23512	886	1448161959	""	PXmN_8xfRvepf6y5Jhl0iUr2Fzc	1	""	""	""	""	あっ、おいちょっと待てぃタグにアイスココア残ってるゾ
1447818565	23513	1353	1448161960	""	Me64Ss42cNP1INPZqK-3oxoL8no	1	""	""	""	""	次回も神回
1447818565	23514	90845	1448161963	""	3gJMR4WbmAldaApv4bacdEkHdvI	1	""	15	""	""	ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
